target name	accession	query name	E-value	description of target								"AAA domain, putative AbiEii toxin, Type IV TA system"				17	
WP_000259031.1	PF00809.28	Pterin_bind	2.60E-70	Pterin binding enzyme													
WP_000679427.1	PF00893.25	Multi_Drug_Res	4.10E-34	Small Multidrug Resistance protein													
WP_096862040.1	PF02371.22	Transposase_20	1.50E-20	Transposase IS116/IS110/IS902 family													
WP_096862041.1	PF13427.11	AadA_C	3.50E-29	"Aminoglycoside adenylyltransferase, C-terminal domain"													
WP_065761995.1	PF07883.17	Cupin_2	8.40E-14	Cupin domain													
WP_000415714.1	PF13599.12	Pentapeptide_4	5.10E-08	Pentapeptide repeats (9 copies)													
WP_096862039.1	PF09299.17	Mu-transpos_C	5.20E-10	"Mu transposase, C-terminal"													
WP_021264342.1	PF05621.17	TniB	9.00E-78	Bacterial TniB protein													
WP_023444278.1	PF06527.16	TniQ	2.70E-19	TniQ													
WP_003155741.1	PF00239.26	Resolvase	6.90E-42	"Resolvase, N terminal domain"													
WP_096862044.1	PF02371.22	Transposase_20	5.90E-21	Transposase IS116/IS110/IS902 family													
WP_023444277.1	PF00702.32	Hydrolase	1.50E-16	haloacid dehalogenase-like hydrolase													
WP_063860203.1	PF00753.33	Lactamase_B	1.30E-06	Metallo-beta-lactamase superfamily													
WP_000845048.1	PF00589.27	Phage_integrase	3.00E-49	Phage integrase family													
WP_058355578.1	PF12728.13	HTH_17	2.00E-17	Helix-turn-helix domain													
WP_096861997.1	PF04465.17	DUF499	7.10E-04	Protein of unknown function (DUF499)													
WP_096862012.1	PF06634.17	DUF1156	6.80E-04	Protein of unknown function (DUF1156)													
WP_096862000.1	PF00176.29	SNF2-rel_dom	1.10E-21	SNF2-related domain													
WP_096862001.1	PF02463.25	SMC_N	1.80E-04	RecF/RecN/SMC N terminal domain													
WP_175425917.1	PF21980.2	MksE	5.40E-32	Condensin complex protein MksE													
WP_175425918.1	PF23947.1	DUF7281	1.50E-07	Domain of unknown function (DUF7281)													
WP_017940311.1	PF04002.20	RadC	2.00E-45	RadC-like JAB domain													
WP_096862005.1	PF18897.5	Gp3-like	1.10E-47	Recombination directionality factor-like													
WP_096862006.1	PF09588.16	YqaJ	4.40E-50	YqaJ-like viral recombinase domain													
WP_096862007.1	PF04014.23	MazE_antitoxin	9.60E-06	"Antidote-toxin recognition MazE, bacterial antitoxin"													
WP_020308731.1	PF01850.27	PIN	3.90E-20	PIN domain													
WP_096862008.1	PF06067.16	DUF932	1.80E-71	Domain of unknown function (DUF932)													
WP_036992178.1	PF13488.11	Gly-zipper_Omp	1.30E-03	Glycine zipper													
WP_096862009.1	PF00665.32	rve	4.00E-28	Integrase core domain													
WP_096862010.1	PF01402.27	RHH_1	6.40E-12	"Ribbon-helix-helix protein, copG family"													
WP_096862011.1	PF00589.27	Phage_integrase	6.90E-14	Phage integrase family													
WP_034037836.1	PF05973.20	Gp49	3.80E-26	Phage derived protein Gp49-like (DUF891)													
WP_023128803.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_023097474.1	PF13353.11	Fer4_12	8.50E-25	4Fe-4S single cluster domain													
WP_112302891.1	PF03483.22	B3_4	8.30E-73	B3/4 domain													
WP_112302890.1	PF04465.17	DUF499	1.00E-07	Protein of unknown function (DUF499)													
WP_160501591.1	PF13289.12	SIR2_2	1.60E-12	SIR2-like domain													
WP_112302887.1	PF01935.23	DUF87	3.80E-28	"Helicase HerA, central domain"													
WP_117344564.1	PF06634.17	DUF1156	5.50E-03	Protein of unknown function (DUF1156)													
WP_112302884.1	PF00176.29	SNF2-rel_dom	4.60E-21	SNF2-related domain													
WP_117344565.1	PF05930.18	Phage_AlpA	2.90E-22	Prophage CP4-57 regulatory protein (AlpA)													
WP_112302876.1	PF00665.32	rve	8.30E-30	Integrase core domain													
WP_112302883.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_117344566.1	PF04828.21	GFA	3.90E-17	Glutathione-dependent formaldehyde-activating enzyme													
WP_096219338.1	PF07929.16	PRiA4_ORF3	1.10E-55	Plasmid pRiA4b ORF-3-like protein													
WP_096219339.1	PF11867.13	T1RH-like_C	9.40E-125	"Type I restriction enzyme HindI endonuclease subunit-like, C-terminal"													
WP_117341174.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_117341175.1	PF04828.21	GFA	5.30E-17	Glutathione-dependent formaldehyde-activating enzyme													
WP_033989088.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_033966493.1	PF04851.21	ResIII	7.00E-44	"Type III restriction enzyme, res subunit"													
WP_033966491.1	PF02384.22	N6_Mtase	4.30E-64	N-6 DNA Methylase													
WP_079382505.1	PF01420.25	Methylase_S	1.80E-10	Type I restriction modification DNA specificity domain													
WP_033966490.1	PF13304.12	AAA_21	2.10E-10	"AAA domain, putative AbiEii toxin, Type IV TA system"													
WP_079382507.1	PF04471.18	Mrr_cat	6.70E-23	Restriction endonuclease													
WP_079382508.1	PF05930.18	Phage_AlpA	6.80E-23	Prophage CP4-57 regulatory protein (AlpA)													
WP_079382510.1	PF13936.12	HTH_38	1.10E-18	Helix-turn-helix domain													
WP_114249765.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_223718311.1	PF02086.21	MethyltransfD12	8.20E-04	D12 class N6 adenine-specific DNA methyltransferase													
WP_024947971.1	PF22175.2	Ogg-HhH	3.00E-13	8-oxoguanine DNA glycosylase													
WP_234421384.1	PF06508.19	QueC	2.70E-20	Queuosine biosynthesis protein QueC													
WP_016263386.1	PF05014.21	Nuc_deoxyrib_tr	1.80E-17	Nucleoside 2-deoxyribosyltransferase													
WP_033994849.1	PF13175.12	AAA_15	5.20E-10	AAA ATPase domain													
WP_033994848.1	PF13087.12	AAA_12	8.30E-19	AAA domain													
WP_033994847.1	PF07693.20	KAP_NTPase	4.80E-48	KAP family P-loop domain													
WP_024947981.1	PF01026.27	TatD_DNase	2.40E-40	TatD related DNase													
WP_123794457.1	PF19503.4	DUF6037	1.30E-11	Family of unknown function (DUF6037)													
WP_024947982.1	PF20469.4	OLD-like_TOPRIM	2.60E-17	"Overcoming lysogenization defect protein-like, TOPRIM domain"													
WP_024947983.1	PF01443.24	Viral_helicase1	1.80E-04	Viral (Superfamily 1) RNA helicase													
WP_033995420.1	PF09848.15	SLFN-g3_helicase	3.10E-105	"Schlafen group 3, DNA/RNA helicase domain"													
WP_023091645.1	PF12643.12	MazG-like	5.10E-16	MazG-like family													
WP_033995187.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_029610241.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_029528975.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_029528796.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_096248955.1	PF03483.22	B3_4	1.80E-72	B3/4 domain													
WP_096249023.1	PF14130.11	Cap4_nuclease	2.10E-45	"Cap4, dsDNA endonuclease domain"													
WP_128623082.1	PF13087.12	AAA_12	2.20E-21	AAA domain													
WP_128623081.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_034039289.1	PF04828.21	GFA	3.60E-17	Glutathione-dependent formaldehyde-activating enzyme													
WP_112302882.1	PF04828.21	GFA	4.30E-17	Glutathione-dependent formaldehyde-activating enzyme													
WP_254702158.1	PF01926.29	MMR_HSR1	2.30E-12	50S ribosome-binding GTPase													
WP_145867832.1	PF00580.27	UvrD-helicase	2.90E-16	UvrD/REP helicase N-terminal domain													
WP_076611328.1	PF00665.32	rve	6.00E-27	Integrase core domain													
WP_181449524.1	PF08665.17	PglZ	2.10E-03	PglZ domain													
WP_023115907.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_033988893.1	PF04465.17	DUF499	1.40E-07	Protein of unknown function (DUF499)													
WP_033988886.1	PF06634.17	DUF1156	5.00E-03	Protein of unknown function (DUF1156)													
WP_033988879.1	PF00176.29	SNF2-rel_dom	2.90E-20	SNF2-related domain													
WP_034004975.1	PF08286.16	Spc24	8.40E-03	Spc24 subunit of Ndc80													
WP_033988868.1	PF00012.26	HSP70	6.00E-32	Hsp70 protein													
WP_033988866.1	PF06114.19	Peptidase_M78	4.70E-18	IrrE N-terminal-like domain													
WP_223724251.1	PF06508.19	QueC	3.70E-05	Queuosine biosynthesis protein QueC													
WP_033988864.1	PF05930.18	Phage_AlpA	2.00E-20	Prophage CP4-57 regulatory protein (AlpA)													
WP_306283416.1	PF11726.14	YagK_YfjJ_C	4.90E-42	YagK/YfjJ C-terminal domain													
WP_033988857.1	PF11876.13	TsiV	4.70E-85	Type VI immunity for VRR-NUC													
WP_033988855.1	PF08774.17	VRR_NUC	3.50E-05	VRR-NUC domain													
WP_033988853.1	PF05488.18	PAAR_motif	3.10E-14	PAAR motif													
WP_033988851.1	PF01381.28	HTH_3	5.60E-13	Helix-turn-helix													
WP_033988849.1	PF04002.20	RadC	5.60E-45	RadC-like JAB domain													
WP_033988847.1	PF18897.5	Gp3-like	2.90E-48	Recombination directionality factor-like													
WP_033988845.1	PF09588.16	YqaJ	5.10E-48	YqaJ-like viral recombinase domain													
WP_033988844.1	PF06067.16	DUF932	2.50E-72	Domain of unknown function (DUF932)													
WP_033988842.1	PF14281.12	PDDEXK_4	5.00E-42	PD-(D/E)XK nuclease superfamily													
WP_049310742.1	PF13087.12	AAA_12	3.00E-23	AAA domain													
WP_033988839.1	PF11172.13	DUF2959	4.80E-04	Protein of unknown function (DUF2959)													
WP_124123420.1	PF13361.12	UvrD_C	1.70E-12	UvrD-like helicase C-terminal domain													
WP_071534399.1	PF05930.18	Phage_AlpA	1.20E-12	Prophage CP4-57 regulatory protein (AlpA)													
WP_071534398.1	PF13148.11	DUF3987	1.90E-73	Protein of unknown function (DUF3987)													
WP_033988831.1	PF00589.27	Phage_integrase	1.30E-20	Phage integrase family													
WP_033939340.1	PF09848.15	SLFN-g3_helicase	1.30E-103	"Schlafen group 3, DNA/RNA helicase domain"													
WP_023129708.1	PF08845.15	SymE_toxin	2.30E-15	"Toxin SymE, type I toxin-antitoxin system"													
WP_033939344.1	PF13087.12	AAA_12	6.40E-21	AAA domain													
WP_023111634.1	PF13353.11	Fer4_12	1.50E-24	4Fe-4S single cluster domain													
WP_079381527.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_123186577.1	PF20469.4	OLD-like_TOPRIM	5.40E-14	"Overcoming lysogenization defect protein-like, TOPRIM domain"													
WP_033948985.1	PF00580.27	UvrD-helicase	8.20E-15	UvrD/REP helicase N-terminal domain													
WP_126107621.1	PF12802.13	MarR_2	6.50E-04	MarR family													
WP_123186575.1	PF07007.17	LprI	6.30E-03	Lysozyme inhibitor LprI													
WP_123186573.1	PF18897.5	Gp3-like	2.50E-47	Recombination directionality factor-like													
WP_058202023.1	PF09588.16	YqaJ	2.80E-48	YqaJ-like viral recombinase domain													
WP_123186572.1	PF06067.16	DUF932	2.20E-72	Domain of unknown function (DUF932)													
WP_123186570.1	PF06114.19	Peptidase_M78	1.50E-20	IrrE N-terminal-like domain													
WP_123186581.1	PF08378.17	NERD	3.90E-03	Nuclease-related domain													
WP_123186569.1	PF13280.11	WYL	1.30E-13	WYL domain													
WP_232527384.1	PF02646.22	RmuC	3.60E-99	RmuC family													
WP_033939323.1	PF14076.12	DUF4258	6.60E-04	Domain of unknown function (DUF4258)													
WP_123186568.1	PF00176.29	SNF2-rel_dom	2.50E-17	SNF2-related domain													
WP_153986190.1	PF04465.17	DUF499	2.30E-17	Protein of unknown function (DUF499)													
WP_123186566.1	PF12635.12	DUF3780	3.10E-80	Protein of unknown function (DUF3780)													
WP_123186565.1	PF06634.17	DUF1156	1.50E-17	Protein of unknown function (DUF1156)													
WP_123186564.1	PF00271.37	Helicase_C	6.20E-13	Helicase conserved C-terminal domain													
WP_123186563.1	PF00589.27	Phage_integrase	1.30E-13	Phage integrase family													
WP_049304550.1	PF18766.7	SWI2_SNF2	1.10E-34	SWI2/SNF2 ATPase													
WP_049304551.1	PF02384.22	N6_Mtase	7.10E-63	N-6 DNA Methylase													
WP_065429389.1	PF01420.25	Methylase_S	2.10E-19	Type I restriction modification DNA specificity domain													
WP_079456273.1	PF20469.4	OLD-like_TOPRIM	1.10E-14	"Overcoming lysogenization defect protein-like, TOPRIM domain"													
WP_049304555.1	PF13361.12	UvrD_C	4.20E-17	UvrD-like helicase C-terminal domain													
WP_049304556.1	PF04471.18	Mrr_cat	6.70E-23	Restriction endonuclease													
WP_079456274.1	PF05930.18	Phage_AlpA	9.40E-23	Prophage CP4-57 regulatory protein (AlpA)													
WP_071535881.1	PF14002.11	YniB	3.20E-06	YniB-like protein													
WP_126577616.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_033953397.1	PF13353.11	Fer4_12	9.60E-25	4Fe-4S single cluster domain													
WP_126577615.1	PF07724.20	AAA_2	1.30E-44	AAA domain (Cdc48 subfamily)													
WP_124108033.1	PF12802.13	MarR_2	6.50E-04	MarR family													
WP_003099073.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_020989276.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_023464845.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_023464843.1	PF05930.18	Phage_AlpA	1.10E-17	Prophage CP4-57 regulatory protein (AlpA)													
WP_010487132.1	PF02798.26	GST_N	3.70E-12	"Glutathione S-transferase, N-terminal domain"													
WP_010953412.1	PF16925.10	TetR_C_13	1.40E-14	"Tetracyclin repressor-like, C-terminal domain"													
WP_010953413.1	PF16884.10	ADH_N_2	4.30E-41	N-terminal domain of oxidoreductase													
WP_010953414.1	PF01799.25	Fer2_2	3.70E-28	[2Fe-2S] binding domain													
WP_010953415.1	PF02738.23	MoCoBD_1	7.00E-33	Molybdopterin cofactor-binding domain													
WP_023464840.1	PF00034.26	Cytochrom_C	1.10E-12	Cytochrome c													
WP_023464839.1	PF13478.12	XdhC_C	6.30E-35	XdhC Rossmann domain													
WP_004574290.1	PF03992.22	ABM	7.80E-20	Antibiotic biosynthesis monooxygenase													
WP_023464838.1	PF06463.18	Mob_synth_C	2.20E-28	Molybdenum Cofactor Synthesis C													
WP_023464837.1	PF12804.13	NTP_transf_3	8.70E-36	MobA-like NTP transferase domain													
WP_010953420.1	PF09339.16	HTH_IclR	1.50E-03	IclR helix-turn-helix domain													
WP_010953421.1	PF00296.26	Bac_luciferase	1.30E-41	Luciferase-like monooxygenase													
WP_010953422.1	PF00724.26	Oxidored_FMN	7.70E-82	NADH:flavin oxidoreductase / NADH oxidase family													
WP_023464836.1	PF00171.27	Aldedh	6.10E-181	Aldehyde dehydrogenase family													
WP_010487163.1	PF00171.27	Aldedh	2.50E-134	Aldehyde dehydrogenase family													
WP_010953424.1	PF00724.26	Oxidored_FMN	7.10E-66	NADH:flavin oxidoreductase / NADH oxidase family													
WP_010953425.1	PF00881.29	Nitroreductase	3.10E-18	Nitroreductase family													
WP_010487168.1	PF07045.17	DUF1330	8.30E-23	Domain of unknown function (DUF1330)													
WP_010953426.1	PF01965.30	DJ-1_PfpI	1.90E-13	DJ-1/PfpI family													
WP_010953427.1	PF00465.25	Fe-ADH	1.70E-38	Iron-containing alcohol dehydrogenase													
WP_010487172.1	PF04002.20	RadC	2.00E-24	RadC-like JAB domain													
WP_031299400.1	PF18897.5	Gp3-like	1.80E-48	Recombination directionality factor-like													
WP_010953429.1	PF09588.16	YqaJ	1.10E-49	YqaJ-like viral recombinase domain													
WP_031299399.1	PF06067.16	DUF932	1.20E-72	Domain of unknown function (DUF932)													
WP_010953432.1	PF02604.25	PhdYeFM_antitox	9.50E-12	"Antitoxin Phd_YefM, type II toxin-antitoxin system"													
WP_010953433.1	PF01402.27	RHH_1	6.60E-13	"Ribbon-helix-helix protein, copG family"													
WP_154355144.1	PF00589.27	Phage_integrase	1.50E-13	Phage integrase family													
WP_226024095.1	PF00665.32	rve	6.60E-18	Integrase core domain													
WP_229637863.1	PF04851.21	ResIII	1.50E-34	"Type III restriction enzyme, res subunit"													
WP_229637864.1	PF08463.15	EcoEI_R_C	3.80E-39	EcoEI R protein C-terminal													
WP_023464834.1	PF01420.25	Methylase_S	9.60E-08	Type I restriction modification DNA specificity domain													
WP_023464833.1	PF13304.12	AAA_21	1.60E-14	"AAA domain, putative AbiEii toxin, Type IV TA system"													
WP_085989276.1	PF00665.32	rve	3.60E-30	Integrase core domain													
WP_023464831.1	PF02384.22	N6_Mtase	2.30E-67	N-6 DNA Methylase													
WP_031299396.1	PF04471.18	Mrr_cat	9.50E-23	Restriction endonuclease													
WP_031301190.1	PF05930.18	Phage_AlpA	2.70E-23	Prophage CP4-57 regulatory protein (AlpA)													
WP_023464828.1	PF00270.35	DEAD	1.80E-23	DEAD/DEAH box helicase													
WP_023464826.1	PF18709.6	DLP_helical	1.40E-141	Dynamin-like helical domain													
WP_023835792.1	PF05277.18	DUF726	4.80E-13	Protein of unknown function (DUF726)													
WP_031636417.1	PF13280.11	WYL	3.70E-30	WYL domain													
WP_023835778.1	PF05860.19	TPS	2.50E-30	TPS secretion domain													
WP_023835777.1	PF13087.12	AAA_12	9.40E-21	AAA domain													
WP_023464818.1	PF07724.20	AAA_2	3.50E-44	AAA domain (Cdc48 subfamily)													
WP_179063032.1	PF12128.14	DUF3584	3.30E-112	Protein of unknown function (DUF3584)													
WP_023083426.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_023105228.1	PF00145.23	DNA_methylase	1.60E-33	C-5 cytosine-specific DNA methylase													
WP_023105231.1	PF13391.12	HNH_2	2.90E-12	HNH endonuclease													
WP_034002334.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
WP_031631114.1	PF20628.3	Dyp_perox_C	4.00E-56	"Dyp-type peroxidase, C-terminal"													
WP_034054295.1	PF00270.35	DEAD	5.90E-31	DEAD/DEAH box helicase													
WP_034054298.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_236080654.1	PF08845.15	SymE_toxin	1.60E-10	"Toxin SymE, type I toxin-antitoxin system"													
WP_244706985.1	PF22769.1	DCD	1.40E-14	dCTP deaminase-like													
WP_017149131.1	PF03483.22	B3_4	7.10E-73	B3/4 domain													
WP_034013426.1	PF00589.27	Phage_integrase	7.20E-08	Phage integrase family													
WP_161567128.1	PF01844.29	HNH	1.90E-10	HNH endonuclease													
WP_079381611.1	PF03852.21	Vsr	8.20E-30	DNA mismatch endonuclease Vsr													
WP_034011725.1	PF13245.12	AAA_19	4.10E-03	AAA domain													
WP_108112299.1	PF00145.23	DNA_methylase	1.10E-54	C-5 cytosine-specific DNA methylase													
WP_254616298.1	PF13589.12	HATPase_c_3	3.00E-13	"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"													
WP_034013432.1	PF09848.15	SLFN-g3_helicase	8.90E-106	"Schlafen group 3, DNA/RNA helicase domain"													
WP_034013433.1	PF12643.12	MazG-like	7.00E-16	MazG-like family													
WP_174707834.1	PF13087.12	AAA_12	6.10E-21	AAA domain													
